,Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
0,BUENOS AIRES,9 de Julio,Alfredo Demarchi (Est. Facundo Quiroga),SI,NO,NO,NO,SI,SI,SI,NO,NO
1,BUENOS AIRES,9 de Julio,Carlos María Naón,NO,NO,NO,NO,SI,SI,SI,NO,NO
2,BUENOS AIRES,9 de Julio,Dudignac,NO,NO,SI,NO,SI,SI,SI,SI,NO
3,BUENOS AIRES,9 de Julio,La Aurora (Est. La Niña),NO,NO,NO,NO,SI,NO,NO,NO,NO
4,BUENOS AIRES,9 de Julio,Manuel B. Gonnet (Est. French),SI,NO,NO,SI,SI,SI,SI,NO,NO
5,BUENOS AIRES,9 de Julio,Marcelino Ugarte (Est. Dennehy),NO,NO,NO,NO,SI,NO,SI,NO,NO
6,BUENOS AIRES,9 de Julio,Morea,NO,NO,NO,NO,NO,NO,SI,SI,NO
7,BUENOS AIRES,9 de Julio,Norumbega,NO,NO,NO,NO,NO,NO,SI,NO,NO
8,BUENOS AIRES,9 de Julio,Patricios,SI,NO,NO,NO,NO,SI,SI,SI,NO
9,BUENOS AIRES,9 de Julio,Villa General Fournier (Est. 9 de Julio Sud),NO,NO,NO,SI,SI,SI,SI,SI,NO
10,BUENOS AIRES,Adolfo Alsina,Carhué,SI,NO,SI,SI,SI,SI,SI,SI,NO
11,BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,NO,NO,NO,SI,SI,NO,SI,NO,NO
12,BUENOS AIRES,Adolfo Alsina,Delfín Huergo,NO,NO,NO,NO,NO,NO,NO,NO,NO
13,BUENOS AIRES,Adolfo Alsina,Espartillar,NO,NO,NO,NO,SI,NO,NO,NO,NO
14,BUENOS AIRES,Azul,Ariel,NO,NO,NO,NO,SI,NO,NO,NO,NO
15,BUENOS AIRES,Azul,Azul,SI,SI,SI,SI,SI,SI,SI,SI,SI
16,BUENOS AIRES,Azul,Cacharí,NO,NO,SI,NO,SI,SI,SI,SI,NO
17,BUENOS AIRES,Azul,Chillar,NO,NO,NO,NO,SI,SI,SI,SI,SI
18,BUENOS AIRES,Bahía Blanca,Bahía Blanca,SI,SI,SI,SI,SI,SI,SI,SI,SI
19,BUENOS AIRES,Bahía Blanca,Cabildo,NO,SI,SI,SI,SI,SI,SI,SI,NO
20,BUENOS AIRES,Bahía Blanca,General Daniel Cerri (Est. General Cerri),SI,SI,SI,SI,SI,SI,SI,SI,NO
21,BUENOS AIRES,Bahía Blanca,Grunbein,NO,NO,NO,NO,SI,SI,NO,NO,NO
22,BUENOS AIRES,Bahía Blanca,Ingeniero White,NO,NO,NO,SI,SI,SI,NO,NO,SI
23,BUENOS AIRES,General Pueyrredón,Chapadmalal,SI,NO,NO,SI,SI,SI,SI,SI,SI
24,BUENOS AIRES,General Pueyrredón,El Marquesado,NO,NO,NO,NO,NO,NO,SI,SI,NO
25,BUENOS AIRES,General Pueyrredón,Estacion Camet,NO,NO,NO,NO,SI,SI,NO,NO,NO
26,BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,SI,NO,NO,SI,SI,SI,NO,SI,NO
27,BUENOS AIRES,General Pueyrredón,Mar del Plata,SI,SI,SI,SI,SI,SI,SI,SI,SI
28,BUENOS AIRES,General Pueyrredón,Punta Mogotes,NO,NO,NO,NO,SI,SI,NO,NO,NO
29,BUENOS AIRES,General Pueyrredón,Sierra de los Padres,SI,NO,NO,SI,SI,SI,SI,SI,NO
30,BUENOS AIRES,General Rodríguez,Barrio Ruta 24 Kilómetro 10,NO,NO,NO,SI,SI,SI,NO,NO,NO
31,BUENOS AIRES,General Rodríguez,Country Club Bosque Real - Barrio Morabo,NO,NO,NO,NO,SI,SI,NO,NO,NO
32,BUENOS AIRES,Pellegrini,Pellegrini,SI,SI,SI,NO,SI,SI,SI,SI,SI
33,BUENOS AIRES,Pergamino,Acevedo,SI,SI,NO,NO,SI,SI,SI,SI,NO
34,BUENOS AIRES,Pergamino,Fontezuela,SI,NO,NO,SI,NO,NO,SI,SI,NO
35,BUENOS AIRES,Pergamino,Guerrico,NO,SI,NO,NO,SI,SI,NO,SI,SI
36,BUENOS AIRES,Pergamino,Juan A. de la Peña,NO,NO,NO,NO,NO,NO,NO,SI,NO
37,BUENOS AIRES,Pergamino,Juan Anchorena (Est. Urquiza),SI,NO,NO,SI,SI,SI,SI,SI,NO
38,BUENOS AIRES,Pergamino,La Violeta,SI,NO,NO,NO,SI,SI,SI,NO,NO
39,BUENOS AIRES,Pergamino,Manuel Ocampo,NO,NO,NO,SI,SI,SI,SI,SI,NO
40,BUENOS AIRES,Pergamino,Mariano Benítez,NO,NO,NO,NO,NO,NO,SI,NO,NO
41,BUENOS AIRES,Pergamino,Mariano H. Alfonzo (Est. San Patricio),NO,NO,NO,NO,SI,SI,NO,NO,SI
42,BUENOS AIRES,Pergamino,Pergamino,SI,SI,SI,SI,SI,SI,SI,SI,SI
43,BUENOS AIRES,Pergamino,Pinzón,NO,NO,NO,NO,NO,NO,NO,SI,NO
44,MENDOZA,Lavalle,El Paramillo,NO,NO,NO,NO,NO,NO,NO,NO,NO
45,CABA,COMUNA 12,VILLA PUEYRREDON,SI,SI,SI,SI,SI,SI,SI,SI,SI
46,CATAMARCA,Ambato,Los Varela,NO,NO,NO,NO,SI,NO,NO,NO,SI
47,CATAMARCA,Ambato,Singuil,NO,NO,NO,NO,SI,NO,NO,NO,NO
48,CATAMARCA,Ancasti,Ancasti,NO,NO,NO,NO,SI,NO,SI,NO,SI
49,CATAMARCA,Ancasti,Anquincila,NO,NO,NO,NO,NO,NO,NO,NO,NO
50,CATAMARCA,Ancasti,La Candelaria,NO,NO,NO,NO,NO,NO,NO,NO,NO
51,CATAMARCA,Ancasti,La Majada,NO,NO,NO,NO,NO,NO,NO,NO,NO
52,CATAMARCA,Andalgalá,Aconquija,NO,NO,NO,NO,SI,SI,NO,NO,SI
53,CATAMARCA,Andalgalá,Alto De Las Juntas,NO,NO,NO,NO,NO,NO,NO,NO,NO
54,CATAMARCA,Andalgalá,Amanao,NO,NO,NO,NO,NO,SI,SI,NO,NO
55,CATAMARCA,Andalgalá,Andalgalá,SI,NO,NO,SI,SI,SI,SI,SI,SI
56,CATAMARCA,Andalgalá,Buena Vista,NO,NO,NO,NO,NO,NO,NO,NO,NO
57,CATAMARCA,Andalgalá,Chaquiago,NO,NO,NO,SI,NO,NO,NO,SI,SI
58,CATAMARCA,Andalgalá,Choya,NO,NO,NO,NO,NO,NO,NO,NO,NO
59,CATAMARCA,Andalgalá,El Alamito,NO,NO,NO,NO,NO,NO,NO,SI,NO
60,CATAMARCA,Andalgalá,El Lindero,NO,NO,NO,NO,NO,NO,SI,NO,NO
61,CATAMARCA,Andalgalá,El Potrero,NO,NO,NO,SI,NO,NO,SI,NO,NO
62,CATAMARCA,Andalgalá,La Aguada,NO,NO,NO,SI,NO,NO,NO,SI,NO
63,CATAMARCA,Andalgalá,La Mesada,NO,NO,NO,SI,NO,NO,NO,NO,NO
64,CATAMARCA,Antofagasta de la Sierra,Antofagasta de la Sierra,NO,NO,NO,NO,SI,NO,SI,NO,SI
65,CATAMARCA,Antofagasta de la Sierra,Antofalla,NO,NO,NO,NO,NO,NO,NO,NO,NO
66,CATAMARCA,Antofagasta de la Sierra,El Peñón,NO,NO,NO,NO,NO,NO,SI,NO,NO
67,CATAMARCA,Antofagasta de la Sierra,Los Nacimientos,NO,NO,NO,NO,NO,NO,NO,NO,NO
68,CATAMARCA,Belén,Barranca Larga,NO,NO,NO,NO,NO,NO,SI,NO,NO
69,CATAMARCA,Belén,Belén,NO,NO,NO,NO,SI,SI,SI,SI,SI
70,CATAMARCA,Belén,Cóndor Huasi,NO,NO,NO,NO,NO,NO,NO,NO,NO
71,CATAMARCA,Belén,Corral Quemado,NO,NO,NO,NO,NO,NO,SI,NO,NO
72,CATAMARCA,Belén,El Durazno,NO,NO,NO,NO,NO,NO,NO,NO,SI
73,CATAMARCA,Belén,Farallón Negro,NO,NO,NO,NO,SI,NO,SI,NO,NO
74,CATAMARCA,Belén,Hualfín,NO,NO,NO,NO,SI,NO,SI,NO,SI
75,CATAMARCA,Belén,Jacipunco,NO,NO,NO,NO,NO,NO,SI,NO,NO
76,CORDOBA,San Javier,Villa de las Rosas,NO,NO,NO,NO,SI,SI,NO,SI,NO
77,CORDOBA,San Javier,Villa Dolores,SI,SI,NO,SI,SI,SI,SI,SI,NO
78,CORDOBA,San Javier,Villa La Viña,NO,NO,NO,NO,NO,NO,NO,SI,NO
79,CORDOBA,San Justo,Alicia,NO,SI,NO,SI,SI,SI,SI,NO,SI
80,CORDOBA,San Justo,Altos de Chipión,NO,NO,NO,SI,SI,SI,SI,NO,SI
81,CORDOBA,San Justo,Arroyito,SI,SI,NO,SI,SI,SI,SI,SI,SI
82,CORDOBA,San Justo,Balnearia,NO,NO,NO,NO,SI,SI,SI,NO,NO
83,CORDOBA,San Justo,Brinkmann,SI,NO,NO,SI,SI,SI,SI,NO,NO
84,CORDOBA,San Justo,Colonia 10 de Julio,NO,NO,NO,NO,NO,NO,NO,NO,NO
85,CORDOBA,San Justo,Colonia Anita,NO,NO,NO,NO,NO,NO,NO,SI,NO
86,CORDOBA,San Justo,Colonia Iturraspe,NO,NO,NO,NO,NO,NO,NO,NO,NO
87,CORDOBA,San Justo,Colonia Las Pichanas,NO,NO,NO,NO,NO,NO,NO,SI,NO
88,ENTRE RIOS,Uruguay,Caseros,SI,NO,NO,SI,SI,SI,SI,SI,NO
89,ENTRE RIOS,Uruguay,Colonia Elía,NO,NO,NO,SI,SI,NO,SI,SI,NO
90,ENTRE RIOS,Uruguay,Concepción del Uruguay,SI,SI,SI,SI,SI,SI,SI,SI,NO
91,ENTRE RIOS,Uruguay,Estancia San Pedro,NO,NO,NO,NO,NO,NO,NO,SI,NO
92,ENTRE RIOS,Uruguay,Herrera,SI,NO,NO,NO,SI,NO,SI,SI,NO
93,ENTRE RIOS,Uruguay,Las Moscas,NO,NO,NO,SI,SI,NO,SI,SI,NO
94,ENTRE RIOS,Uruguay,Líbaros,NO,NO,NO,NO,NO,NO,SI,SI,NO
95,ENTRE RIOS,Uruguay,Pronunciamiento,NO,NO,NO,NO,SI,SI,SI,SI,NO
96,ENTRE RIOS,Uruguay,Rocamora,NO,NO,NO,NO,NO,NO,SI,SI,NO
97,ENTRE RIOS,Uruguay,Santa Anita,NO,NO,NO,SI,SI,NO,SI,SI,NO
98,ENTRE RIOS,Uruguay,Villa Mantero,SI,NO,NO,SI,SI,SI,SI,SI,SI
99,ENTRE RIOS,Uruguay,Villa San Justo,NO,NO,NO,SI,SI,SI,SI,SI,NO
100,ENTRE RIOS,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),NO,NO,NO,NO,SI,SI,SI,SI,NO
101,ENTRE RIOS,Victoria,Antelo,NO,NO,NO,NO,NO,NO,NO,NO,NO
102,MENDOZA,Lavalle,El Vergel,NO,NO,NO,NO,NO,NO,NO,SI,NO
103,MENDOZA,Lavalle,Ingeniero Gustavo André,NO,NO,NO,NO,NO,NO,NO,SI,NO
104,MENDOZA,Lavalle,Jocolí,NO,NO,NO,NO,NO,NO,NO,SI,NO
105,MENDOZA,Lavalle,Jocolí Viejo,NO,NO,NO,NO,NO,NO,NO,SI,NO
106,MENDOZA,Lavalle,Las Violetas,NO,NO,NO,NO,NO,NO,NO,NO,NO
107,MENDOZA,Lavalle,Villa Tulumaya,NO,NO,NO,SI,SI,SI,NO,SI,NO
108,MENDOZA,Luján de Cuyo,Agrelo,SI,NO,NO,SI,SI,SI,SI,SI,NO
109,MENDOZA,Luján de Cuyo,Barrio Adina I Y Ii,NO,NO,NO,NO,SI,SI,NO,NO,NO
110,MENDOZA,Luján de Cuyo,Barrio Perdriel IV,NO,NO,NO,SI,SI,NO,NO,SI,NO
111,MENDOZA,Luján de Cuyo,Cacheuta,SI,NO,NO,NO,SI,SI,SI,SI,NO
112,MENDOZA,Luján de Cuyo,CARRODILLA,NO,NO,NO,SI,SI,SI,NO,SI,NO
113,MENDOZA,Luján de Cuyo,CHACRAS DE CORIA,NO,NO,NO,SI,SI,SI,NO,SI,NO
114,MENDOZA,Luján de Cuyo,Costa Flores,NO,NO,NO,SI,SI,SI,NO,SI,NO
115,MENDOZA,Luján de Cuyo,El Carmelo,NO,NO,NO,NO,NO,NO,NO,NO,NO
116,MENDOZA,Luján de Cuyo,El Carrizal,NO,NO,NO,NO,SI,NO,NO,SI,NO
117,MENDOZA,Luján de Cuyo,El Salto,NO,NO,NO,NO,NO,NO,SI,SI,NO
118,MENDOZA,Luján de Cuyo,La Puntilla,NO,NO,NO,SI,NO,NO,NO,SI,NO
119,MENDOZA,Rivadavia,Rivadavia,SI,NO,SI,SI,SI,SI,SI,SI,SI
120,MENDOZA,Rivadavia,Santa María de Oro,NO,NO,NO,NO,NO,NO,NO,SI,NO
121,MENDOZA,San Carlos,Barrio Carrasco,NO,NO,NO,NO,NO,NO,NO,NO,NO
122,MENDOZA,San Carlos,Barrio El Cepillo,NO,NO,NO,NO,NO,NO,NO,SI,NO
123,MENDOZA,San Carlos,Chilecito,NO,NO,NO,NO,SI,SI,NO,SI,NO
124,MENDOZA,San Carlos,Eugenio Bustos,SI,NO,NO,NO,SI,SI,SI,SI,NO
125,MENDOZA,San Carlos,La Consulta,SI,NO,NO,NO,SI,SI,SI,SI,SI
126,MENDOZA,San Carlos,Pareditas,NO,NO,NO,SI,SI,SI,SI,SI,NO
127,MENDOZA,San Carlos,San Carlos,NO,SI,NO,NO,SI,SI,NO,SI,NO
128,MENDOZA,San Martín,Alto Salvador,NO,NO,NO,SI,NO,NO,SI,SI,NO
129,MENDOZA,San Martín,Alto Verde,NO,NO,NO,SI,NO,NO,NO,SI,NO
130,MENDOZA,San Martín,Barrio Chivilcoy,NO,NO,NO,NO,NO,NO,NO,NO,NO
131,MENDOZA,San Martín,Barrio Emanuel,NO,NO,NO,NO,NO,NO,NO,NO,NO
132,MENDOZA,San Martín,Barrio La Estación,NO,NO,NO,NO,NO,NO,NO,NO,NO
133,MENDOZA,San Martín,Barrio Los Charabones,NO,NO,NO,NO,NO,NO,NO,NO,NO
134,MENDOZA,San Martín,Barrio Ntra. Sra. De Fátima,NO,NO,NO,NO,NO,SI,NO,NO,NO
135,MENDOZA,San Martín,Chapanay,NO,NO,SI,SI,SI,SI,SI,SI,NO
136,MENDOZA,San Martín,Chivilcoy,NO,NO,NO,NO,NO,NO,NO,NO,NO
137,MENDOZA,San Martín,El Espino,NO,NO,NO,NO,NO,NO,NO,SI,NO
138,SALTA,La Caldera,La Caldera,NO,NO,NO,SI,SI,SI,SI,SI,SI
139,SALTA,La Caldera,Vaqueros,SI,NO,NO,SI,SI,SI,SI,SI,NO
140,SALTA,La Candelaria,El Jardín,NO,NO,NO,SI,SI,NO,SI,NO,SI
141,SALTA,La Candelaria,El Tala,NO,NO,NO,SI,SI,SI,SI,SI,SI
142,SALTA,La Candelaria,La Candelaria,NO,NO,NO,SI,SI,NO,SI,NO,NO
143,SALTA,La Poma,Cobres,NO,NO,NO,NO,NO,NO,NO,NO,NO
144,SALTA,La Poma,La Poma,NO,NO,NO,SI,NO,NO,NO,SI,NO
145,SALTA,La Viña,Ampascachi,NO,NO,NO,NO,NO,NO,NO,SI,NO
146,SALTA,La Viña,Cabra Corral,NO,NO,NO,NO,SI,NO,NO,SI,NO
147,SALTA,La Viña,Coronel Moldes,SI,NO,NO,NO,SI,SI,SI,SI,SI
148,SALTA,La Viña,La Viña,NO,NO,NO,SI,SI,NO,SI,SI,SI
149,SALTA,La Viña,Talapampa,NO,NO,NO,NO,NO,NO,NO,SI,NO
150,SALTA,Los Andes,Olacapato,NO,NO,NO,SI,NO,NO,SI,SI,SI
151,SALTA,Los Andes,San Antonio de los Cobres,NO,NO,NO,SI,SI,NO,SI,SI,SI
152,SALTA,Los Andes,Santa Rosa de los Pastos Grandes,NO,NO,NO,SI,NO,NO,NO,SI,SI
153,SALTA,Los Andes,Tolar Grande,NO,NO,NO,SI,SI,NO,SI,SI,SI
154,SALTA,Metán,El Galpón,SI,NO,NO,SI,SI,SI,SI,NO,SI
155,SALTA,Metán,El Tunal,NO,NO,NO,SI,SI,NO,NO,NO,SI
156,SALTA,Metán,Lumbreras,NO,NO,NO,SI,NO,NO,NO,NO,NO
157,SALTA,Metán,Metán Viejo,NO,NO,NO,SI,SI,NO,NO,NO,SI
158,SALTA,Metán,Presa El Tunal,NO,NO,NO,NO,NO,NO,NO,NO,NO
159,SALTA,Metán,Río Piedras,SI,NO,NO,SI,SI,SI,SI,NO,SI
160,SALTA,Metán,San José de Metán,SI,NO,NO,SI,SI,SI,SI,NO,SI
161,SALTA,Metán,San José de Orquera,NO,NO,NO,SI,NO,NO,NO,NO,NO
162,SALTA,Molinos,La Puerta,NO,NO,NO,NO,NO,NO,SI,NO,NO
163,SALTA,Molinos,Molinos,SI,NO,NO,SI,SI,NO,SI,SI,NO
164,SALTA,Molinos,Seclantás,NO,NO,NO,SI,SI,NO,SI,SI,SI
165,SALTA,Orán,Aguas Blancas,NO,NO,NO,NO,SI,NO,SI,SI,SI
166,SALTA,Orán,Colonia Santa Rosa,NO,SI,NO,NO,SI,SI,SI,SI,SI
167,SALTA,Orán,El Tabacal,NO,NO,NO,SI,SI,NO,SI,NO,NO
168,SANTA CRUZ,Deseado,Las Heras,NO,NO,NO,SI,SI,SI,NO,SI,SI
169,SANTA CRUZ,Deseado,Pico Truncado,NO,NO,NO,SI,SI,SI,NO,SI,SI
170,SANTA CRUZ,Deseado,Puerto Deseado,SI,NO,SI,NO,SI,SI,SI,NO,SI
171,SANTA CRUZ,Deseado,Tellier,NO,NO,NO,NO,NO,NO,NO,NO,SI
172,SANTA CRUZ,Güer Aike,28 de Noviembre,NO,NO,NO,SI,SI,SI,SI,SI,SI
173,SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),NO,NO,NO,NO,NO,NO,NO,NO,SI
174,SANTA CRUZ,Güer Aike,Julia Dufour,NO,NO,NO,NO,SI,NO,NO,NO,NO
175,SANTA CRUZ,Güer Aike,Mina 3,NO,NO,NO,NO,NO,SI,NO,NO,SI
176,SANTA CRUZ,Güer Aike,Río Gallegos,NO,SI,SI,SI,SI,SI,SI,NO,SI
177,SANTA CRUZ,Güer Aike,Rospentek,NO,NO,NO,NO,NO,NO,SI,NO,NO
178,SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,NO,NO,NO,NO,SI,SI,SI,NO,SI
179,SANTA CRUZ,Lago Argentino,El Calafate,SI,NO,NO,SI,SI,SI,SI,SI,SI
180,SANTA FE,Las Colonias,Nuevo Torino,SI,NO,NO,NO,SI,NO,NO,SI,NO
181,SANTA FE,Las Colonias,Pilar,SI,NO,NO,SI,SI,SI,SI,SI,NO
182,SANTA FE,Las Colonias,Plaza Matilde,NO,NO,NO,NO,NO,NO,NO,NO,NO
183,SANTA FE,Las Colonias,Progreso,NO,NO,NO,NO,SI,SI,SI,SI,NO
184,SANTA FE,Las Colonias,Providencia,NO,NO,NO,NO,SI,NO,SI,SI,NO
185,SANTA FE,Las Colonias,Sa Pereyra,SI,NO,NO,NO,NO,NO,SI,SI,NO
186,SANTA FE,Las Colonias,San Agustín,NO,NO,NO,NO,SI,SI,SI,SI,NO
187,SANTA FE,Las Colonias,San Carlos Centro,SI,SI,NO,SI,SI,SI,SI,SI,NO
188,SANTA FE,Las Colonias,San Carlos Norte,NO,SI,NO,SI,SI,NO,SI,SI,NO
189,SANTA FE,Las Colonias,San Carlos Sud,SI,SI,NO,SI,SI,SI,SI,SI,NO
190,SANTA FE,Las Colonias,San Jerónimo del Sauce,NO,NO,NO,SI,SI,SI,SI,SI,NO
191,SANTA FE,Las Colonias,San Jerónimo Norte,SI,NO,NO,SI,SI,SI,SI,SI,NO
192,SANTA FE,Las Colonias,San Mariano,NO,NO,NO,NO,NO,NO,SI,NO,NO
193,CORDOBA,San Justo,Devoto,SI,NO,NO,SI,SI,SI,SI,NO,NO
194,CORDOBA,San Justo,El Arañado,NO,SI,NO,NO,SI,SI,SI,SI,SI
195,CORDOBA,San Justo,El Fortín,NO,SI,NO,NO,SI,SI,SI,SI,NO
196,CORDOBA,San Justo,El Fuertecito,NO,NO,NO,NO,SI,NO,SI,SI,NO
197,CORDOBA,San Justo,El Tío,SI,SI,NO,SI,SI,SI,SI,NO,NO
198,CORDOBA,San Justo,Estación Luxardo,NO,NO,NO,NO,SI,SI,NO,SI,NO
199,CORDOBA,San Justo,Freyre,SI,SI,NO,SI,SI,SI,SI,SI,NO
200,CORDOBA,San Justo,La Francia,SI,NO,NO,SI,SI,SI,SI,SI,NO
201,CORDOBA,San Justo,La Paquita,SI,NO,NO,NO,SI,NO,NO,SI,NO
202,CORDOBA,San Justo,La Tordilla,SI,NO,NO,NO,SI,SI,SI,SI,NO
203,CORDOBA,San Justo,Las Varas,NO,NO,NO,SI,SI,SI,SI,NO,NO
204,MENDOZA,Luján de Cuyo,Las Carditas,NO,NO,NO,NO,NO,NO,NO,NO,NO
205,MENDOZA,Luján de Cuyo,Las Compuertas,SI,NO,SI,NO,SI,NO,SI,SI,NO
206,MENDOZA,Luján de Cuyo,Las Vegas,NO,NO,NO,NO,NO,NO,SI,SI,NO
207,MENDOZA,Luján de Cuyo,Los Manantiales,NO,NO,NO,NO,SI,SI,NO,NO,NO
208,MENDOZA,Luján de Cuyo,Luján de Cuyo,SI,SI,SI,SI,SI,SI,SI,SI,NO
209,MENDOZA,Luján de Cuyo,MAYOR DRUMMOND,NO,NO,NO,SI,SI,SI,NO,SI,NO
210,MENDOZA,Luján de Cuyo,Perdriel,SI,NO,SI,SI,NO,SI,SI,SI,NO
211,MENDOZA,Luján de Cuyo,Piedras Blancas,NO,NO,NO,NO,NO,NO,NO,NO,NO
212,MENDOZA,Luján de Cuyo,Potrerillos,NO,NO,NO,SI,SI,SI,SI,SI,SI
213,MENDOZA,Luján de Cuyo,Ugarteche,NO,NO,NO,SI,SI,SI,SI,SI,NO
214,MENDOZA,Luján de Cuyo,Valle Del Sol,NO,NO,NO,NO,NO,NO,NO,NO,NO
215,MENDOZA,Luján de Cuyo,Villa El Refugio,NO,NO,NO,NO,NO,NO,NO,NO,NO
216,MENDOZA,Luján de Cuyo,VISTALBA,NO,NO,NO,SI,SI,SI,NO,SI,NO
217,MENDOZA,Maipú,Barrancas,NO,NO,NO,NO,SI,SI,SI,SI,NO
218,MENDOZA,Maipú,Barrio Jesús de Nazaret,NO,NO,NO,NO,NO,NO,NO,SI,NO
219,BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,NO,NO,NO,SI,NO,NO,SI,NO,NO
220,BUENOS AIRES,Adolfo Alsina,La Pala,NO,NO,NO,NO,NO,NO,NO,NO,NO
221,BUENOS AIRES,Adolfo Alsina,Maza,NO,NO,NO,SI,SI,SI,SI,SI,SI
222,BUENOS AIRES,Adolfo Alsina,Rivera,NO,NO,NO,SI,SI,NO,SI,NO,NO
223,BUENOS AIRES,Adolfo Alsina,Thames,NO,NO,NO,NO,NO,NO,NO,NO,NO
224,BUENOS AIRES,Adolfo Alsina,Villa Margarita,NO,NO,NO,NO,NO,NO,NO,NO,NO
225,BUENOS AIRES,Adolfo Alsina,Yutuyaco,NO,NO,NO,NO,NO,NO,NO,NO,NO
226,BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves (Est. Chaves),SI,NO,SI,SI,SI,SI,SI,SI,NO
227,BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,NO,NO,NO,SI,SI,SI,SI,SI,NO
228,BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,NO,NO,NO,NO,NO,NO,SI,SI,NO
229,BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,NO,NO,NO,NO,SI,SI,SI,SI,NO
230,BUENOS AIRES,Alberti,Alberti (Est. Andrés Vaccarezza),SI,NO,SI,SI,SI,SI,SI,SI,NO
231,BUENOS AIRES,Alberti,Coronel Seguí,NO,NO,NO,NO,NO,NO,NO,NO,NO
232,BUENOS AIRES,Alberti,Mechita,SI,NO,NO,NO,SI,SI,NO,NO,NO
233,BUENOS AIRES,Alberti,Pla,NO,NO,NO,NO,NO,NO,SI,NO,NO
234,BUENOS AIRES,Alberti,Villa Grisolía (Est. Achupallas),NO,NO,NO,NO,SI,SI,NO,NO,NO
235,BUENOS AIRES,Alberti,Villa María,NO,NO,NO,NO,NO,NO,NO,NO,NO
236,BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,NO,NO,NO,NO,SI,SI,NO,SI,NO
237,BUENOS AIRES,Cañuelas,Barrio El Taladro,NO,NO,NO,SI,SI,NO,NO,NO,NO
238,BUENOS AIRES,Cañuelas,Cañuelas,SI,SI,SI,SI,SI,SI,SI,SI,SI
239,BUENOS AIRES,Cañuelas,Gobernador Udaondo,NO,NO,NO,SI,SI,NO,NO,SI,NO
240,BUENOS AIRES,Cañuelas,Máximo Paz,NO,SI,NO,SI,NO,NO,NO,SI,NO
241,BUENOS AIRES,Cañuelas,Santa Rosa,NO,NO,NO,NO,SI,SI,NO,SI,SI
242,BUENOS AIRES,Cañuelas,Uribelarrea,SI,NO,NO,SI,SI,SI,SI,SI,NO
243,BUENOS AIRES,Cañuelas,Vicente Casares,SI,NO,SI,NO,SI,SI,SI,SI,NO
244,BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,SI,SI,NO,SI,SI,SI,SI,SI,NO
245,BUENOS AIRES,Capitán Sarmiento,La Luisa,NO,NO,NO,NO,NO,NO,NO,SI,NO
246,BUENOS AIRES,Carlos Casares,Bellocq,NO,NO,SI,NO,NO,NO,SI,NO,NO
247,BUENOS AIRES,Carlos Casares,Cadret,NO,NO,NO,NO,NO,NO,SI,SI,NO
248,BUENOS AIRES,Carmen de Areco,Pueblo Gouin,NO,NO,NO,NO,NO,NO,NO,SI,NO
249,BUENOS AIRES,General Rodríguez,General Rodríguez,SI,SI,SI,SI,SI,SI,SI,SI,SI
250,BUENOS AIRES,General San Martín,Barrio Parque General San Martin,NO,NO,SI,SI,SI,NO,SI,SI,NO
251,BUENOS AIRES,General San Martín,Billinghurst,SI,SI,NO,SI,SI,SI,SI,NO,NO
252,BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,SI,SI,NO,SI,SI,SI,SI,SI,SI
253,BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,NO,SI,NO,NO,SI,SI,SI,NO,NO
254,BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,NO,SI,NO,NO,SI,SI,NO,NO,NO
255,BUENOS AIRES,General San Martín,Villa Ayacucho,NO,SI,NO,SI,SI,SI,NO,NO,NO
256,BUENOS AIRES,General San Martín,Villa Ballester,SI,SI,SI,SI,SI,SI,SI,SI,NO
257,MENDOZA,Malargüe,Bardas Blancas,NO,NO,NO,NO,SI,NO,SI,NO,NO
258,BUENOS AIRES,Pergamino,Rancagua,SI,NO,NO,SI,SI,NO,SI,NO,NO
259,BUENOS AIRES,Pergamino,Villa Angélica (Est. El Socorro),NO,SI,NO,NO,SI,SI,NO,NO,NO
260,BUENOS AIRES,Pergamino,Villa San José,NO,NO,NO,SI,NO,NO,SI,NO,NO
261,BUENOS AIRES,Pila,Casalins,NO,NO,NO,NO,NO,SI,NO,SI,NO
262,BUENOS AIRES,Pila,Pila,NO,NO,SI,SI,SI,SI,SI,SI,NO
263,BUENOS AIRES,Pilar,Barrio Parque Almirante Irizar (Ap. Kilómetro 61),NO,NO,NO,NO,SI,SI,NO,NO,NO
