,Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
3199,JUJUY,Rinconada,Rinconada,NO,NO,NO,NO,NO,NO,SI,NO,SI
3200,JUJUY,San Antonio,El Ceibal,NO,NO,NO,SI,NO,NO,NO,NO,NO
3201,JUJUY,San Antonio,La Toma,NO,NO,NO,NO,NO,NO,NO,NO,NO
3202,JUJUY,San Antonio,Los Alisos,SI,NO,NO,NO,NO,NO,NO,NO,NO
3203,JUJUY,San Antonio,Loteo Navea,NO,NO,NO,SI,NO,NO,NO,NO,NO
3204,JUJUY,San Antonio,Nuestra Señora del Rosario,NO,NO,NO,NO,NO,NO,NO,NO,NO
3205,JUJUY,San Antonio,San Antonio,SI,SI,NO,NO,NO,NO,SI,NO,SI
3206,JUJUY,San Pedro,Arrayanal,NO,NO,NO,NO,NO,NO,NO,NO,NO
3207,JUJUY,San Pedro,Arroyo Colorado,NO,NO,NO,NO,NO,NO,NO,NO,NO
3208,JUJUY,San Pedro,Don Emilio,NO,NO,NO,NO,NO,NO,NO,SI,NO
3209,JUJUY,San Pedro,El Acheral,NO,NO,NO,NO,NO,NO,NO,NO,NO
3210,JUJUY,San Pedro,El Puesto,NO,NO,NO,NO,NO,NO,NO,NO,NO
3211,JUJUY,San Pedro,El Quemado,NO,NO,NO,NO,NO,NO,NO,NO,NO
3212,JUJUY,San Pedro,La Esperanza,NO,NO,NO,NO,SI,NO,NO,SI,SI
3213,JUJUY,San Pedro,La Manga,NO,NO,NO,NO,NO,NO,NO,NO,NO
3214,JUJUY,San Pedro,La Mendieta,NO,NO,NO,NO,SI,SI,SI,SI,SI
3215,JUJUY,San Pedro,Miraflores,NO,NO,NO,NO,NO,NO,NO,NO,NO
3216,JUJUY,San Pedro,Palos Blancos,NO,NO,NO,NO,NO,NO,NO,NO,NO
3217,JUJUY,San Pedro,Parapetí,NO,NO,NO,NO,NO,NO,NO,NO,NO
3218,JUJUY,San Pedro,Piedritas,NO,NO,NO,NO,NO,NO,NO,NO,NO
3219,JUJUY,San Pedro,Rodeito,NO,NO,NO,NO,SI,SI,NO,NO,NO
3220,JUJUY,San Pedro,Rosario de Río Grande,NO,NO,NO,NO,NO,NO,NO,SI,NO
3221,MENDOZA,Guaymallén,BERMEJO,NO,NO,NO,SI,SI,SI,NO,NO,NO
3222,MENDOZA,Guaymallén,BUENA NUEVA,NO,NO,NO,SI,SI,SI,NO,NO,SI
3223,MENDOZA,Guaymallén,Capilla Del Rosario,NO,NO,NO,SI,SI,SI,NO,NO,NO
3224,MENDOZA,Guaymallén,COLONIA SEGOVIA,NO,NO,NO,NO,SI,SI,NO,NO,NO
3225,MENDOZA,Guaymallén,Colonia Segovia,NO,NO,NO,SI,SI,SI,NO,SI,NO
3226,MENDOZA,Guaymallén,DORREGO,NO,NO,NO,SI,SI,SI,NO,NO,NO
3227,MENDOZA,Guaymallén,EL SAUCE,NO,NO,NO,SI,SI,SI,NO,NO,NO
3228,MENDOZA,Guaymallén,GENERAL BELGRANO,NO,NO,NO,NO,SI,SI,NO,NO,NO
3229,MENDOZA,Guaymallén,Guaymallén,SI,SI,SI,SI,SI,SI,SI,SI,NO
3230,MENDOZA,Guaymallén,JESUS NAZARENO,NO,NO,NO,SI,SI,SI,NO,NO,NO
3231,MENDOZA,Guaymallén,KILOMETRO 11 (GUAYMALLEN),NO,NO,NO,NO,NO,NO,NO,NO,NO
3232,MENDOZA,Guaymallén,La Primavera,NO,NO,NO,NO,NO,NO,NO,SI,NO
3233,MENDOZA,Guaymallén,LAS CAÑAS,NO,NO,NO,SI,SI,SI,NO,NO,NO
3234,MENDOZA,Guaymallén,Los Corralitos,SI,NO,SI,NO,SI,SI,SI,SI,SI
3235,LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),NO,NO,NO,NO,SI,NO,SI,SI,SI
3236,LA PAMPA,Chapaleufú,Intendente Alvear,SI,SI,SI,SI,SI,SI,SI,SI,SI
3237,LA PAMPA,Chapaleufú,Sarah,NO,NO,NO,NO,NO,NO,NO,SI,SI
3238,LA PAMPA,Chapaleufú,Vértiz,NO,NO,NO,NO,SI,NO,SI,SI,NO
3239,LA PAMPA,Chical Co,Algarrobo del Águila,NO,NO,NO,NO,NO,NO,SI,NO,NO
3240,LA PAMPA,Chical Co,La Humada,NO,NO,NO,NO,NO,NO,SI,SI,SI
3241,LA PAMPA,Conhelo,Conhelo,NO,NO,NO,NO,NO,NO,SI,SI,NO
3242,LA PAMPA,Conhelo,Eduardo Castex,SI,SI,NO,SI,SI,SI,SI,SI,SI
3243,LA PAMPA,Conhelo,Mauricio Mayer,NO,NO,NO,NO,NO,NO,SI,SI,SI
3244,LA PAMPA,Conhelo,Monte Nievas,NO,NO,NO,NO,NO,NO,SI,SI,SI
3245,LA PAMPA,Conhelo,Rucanelo,NO,NO,NO,SI,NO,NO,NO,SI,NO
3246,LA PAMPA,Conhelo,Winifreda,NO,SI,SI,SI,SI,SI,SI,SI,NO
3247,LA PAMPA,Curacó,Gobernador Duval,NO,NO,NO,NO,NO,NO,NO,SI,SI
3248,RIO NEGRO,General Roca,Chichinales,NO,NO,NO,SI,SI,SI,SI,SI,SI
3249,RIO NEGRO,General Roca,Cinco Saltos,SI,NO,SI,SI,SI,SI,SI,SI,SI
3250,RIO NEGRO,General Roca,Cipolletti,SI,SI,SI,SI,SI,SI,SI,SI,SI
3251,RIO NEGRO,General Roca,Contralmirante Cordero,NO,NO,NO,NO,SI,NO,SI,SI,SI
3252,RIO NEGRO,General Roca,Ferri,NO,NO,NO,NO,SI,SI,NO,SI,NO
3253,RIO NEGRO,General Roca,General Enrique Godoy,NO,NO,NO,SI,SI,SI,NO,SI,SI
3254,RIO NEGRO,General Roca,General Fernández Oro,SI,NO,SI,SI,SI,SI,SI,SI,SI
3255,RIO NEGRO,General Roca,General Roca,SI,SI,SI,SI,SI,SI,SI,SI,SI
3256,SAN LUIS,General Pedernera,Villa Mercedes,SI,SI,SI,SI,SI,SI,SI,SI,NO
3257,SAN LUIS,General Pedernera,Villa Reynolds,NO,NO,NO,NO,SI,SI,NO,NO,NO
3258,SAN LUIS,General Pedernera,Villa Salles,NO,NO,NO,NO,NO,NO,NO,SI,NO
3259,SAN LUIS,Gobernador Dupuy,Anchorena,NO,NO,SI,NO,SI,NO,SI,SI,NO
3260,SAN LUIS,Gobernador Dupuy,Arizona,NO,NO,SI,NO,SI,NO,SI,SI,NO
3261,SAN LUIS,Gobernador Dupuy,Bagual,NO,NO,NO,NO,NO,NO,SI,SI,NO
3262,SAN LUIS,Gobernador Dupuy,Batavia,NO,NO,NO,NO,NO,NO,SI,SI,SI
3263,SAN LUIS,Gobernador Dupuy,Buena Esperanza,NO,NO,SI,NO,SI,NO,SI,SI,SI
3264,SAN LUIS,Gobernador Dupuy,Fortín El Patria,NO,NO,NO,NO,SI,NO,SI,SI,NO
3265,SAN LUIS,Gobernador Dupuy,Fortuna,NO,NO,SI,SI,NO,NO,SI,SI,NO
3266,SAN LUIS,Gobernador Dupuy,La Maroma,NO,NO,NO,NO,NO,NO,SI,NO,SI
3267,SAN LUIS,Gobernador Dupuy,Los Overos,NO,NO,NO,NO,NO,NO,NO,NO,SI
3268,SAN LUIS,Gobernador Dupuy,Martín de Loyola,NO,NO,NO,NO,NO,NO,NO,SI,SI
3269,SAN LUIS,Gobernador Dupuy,Nahuel Mapá,NO,NO,NO,NO,NO,NO,SI,SI,NO
3270,SAN LUIS,Gobernador Dupuy,Navia,NO,NO,NO,NO,NO,NO,NO,SI,SI
3271,SAN LUIS,Gobernador Dupuy,Nueva Galia,NO,NO,NO,SI,SI,NO,SI,SI,NO
3272,SAN LUIS,La Capital,La Punta,NO,SI,NO,SI,SI,SI,NO,NO,NO
3273,SAN LUIS,La Capital,Las Barrancas,NO,NO,NO,NO,NO,NO,NO,SI,SI
3274,SAN LUIS,La Capital,Las Chacras,NO,NO,NO,NO,NO,NO,NO,NO,NO
3275,SAN LUIS,La Capital,Los Algarrobos Blancos,NO,NO,NO,NO,SI,SI,NO,NO,NO
3276,SAN LUIS,La Capital,Mosmota,NO,NO,NO,NO,NO,NO,NO,NO,NO
3277,SAN LUIS,La Capital,Potrero de los Funes,NO,NO,NO,NO,SI,SI,SI,SI,NO
3278,SAN LUIS,La Capital,Pozo Del Carril,NO,NO,NO,NO,NO,NO,NO,NO,NO
3279,SAN LUIS,La Capital,Salinas del Bebedero,NO,NO,NO,NO,NO,NO,SI,SI,NO
3280,SAN LUIS,La Capital,San Jerónimo,NO,NO,NO,SI,NO,NO,NO,SI,NO
3281,SAN LUIS,La Capital,San Luis,SI,SI,SI,SI,SI,SI,SI,SI,SI
3282,SAN LUIS,La Capital,San Roque,NO,NO,NO,NO,SI,SI,NO,NO,NO
3283,SAN LUIS,La Capital,Santa Rosa,NO,NO,NO,NO,NO,NO,NO,NO,NO
3284,SAN LUIS,La Capital,Varela,NO,NO,NO,NO,NO,NO,NO,SI,NO
3285,SAN LUIS,La Capital,Zanjitas,NO,NO,NO,NO,NO,NO,NO,SI,NO
3286,SAN LUIS,Libertador Grl. San Martín,Barranca Alta,NO,NO,NO,NO,NO,NO,NO,NO,NO
3287,SAN LUIS,Libertador Grl. San Martín,Cabeza De Novillo,NO,NO,NO,NO,NO,NO,NO,NO,NO
3288,SAN LUIS,Libertador Grl. San Martín,Casa De Los Tigres,NO,NO,NO,NO,NO,NO,NO,NO,NO
3289,SAN LUIS,Libertador Grl. San Martín,El Estanquito,NO,NO,NO,NO,NO,NO,NO,NO,NO
3290,SAN LUIS,Libertador Grl. San Martín,El Paraguay,NO,NO,NO,NO,NO,NO,NO,NO,NO
3291,SAN LUIS,Libertador Grl. San Martín,El Paraiso,NO,NO,NO,NO,NO,NO,NO,NO,NO
3292,SAN LUIS,Libertador Grl. San Martín,El Puesto,NO,NO,NO,NO,NO,NO,NO,SI,NO
3293,SANTA FE,General Obligado,El Rabón,NO,SI,NO,NO,SI,NO,NO,SI,SI
3294,SANTA FE,General Obligado,Florencia,SI,SI,NO,NO,SI,SI,SI,SI,SI
3295,SANTA FE,General Obligado,Guadalupe Norte,SI,NO,NO,NO,SI,NO,SI,NO,NO
3296,SANTA FE,General Obligado,Ingeniero Chanourdie,NO,NO,NO,NO,NO,NO,SI,SI,SI
3297,SANTA FE,General Obligado,La Isleta,NO,NO,NO,NO,NO,NO,NO,NO,SI
3298,SANTA FE,General Obligado,La Sarita,NO,NO,NO,NO,SI,NO,SI,SI,NO
3299,SANTA FE,General Obligado,Lanteri,NO,NO,NO,NO,SI,SI,SI,SI,NO
3300,SANTA FE,General Obligado,Las Garzas,SI,NO,NO,NO,SI,NO,SI,NO,NO
3301,SANTA FE,General Obligado,Las Toscas,SI,SI,NO,SI,SI,SI,SI,SI,SI
3302,SANTA FE,General Obligado,Los Laureles,NO,NO,NO,NO,SI,NO,SI,NO,NO
3303,SANTA FE,General Obligado,Malabrigo,SI,SI,NO,NO,SI,SI,SI,SI,NO
3304,SANTA FE,General Obligado,Paraje San Manuel,NO,NO,NO,NO,NO,NO,SI,NO,SI
3305,SANTA FE,General Obligado,Puerto Reconquista,NO,NO,NO,NO,SI,NO,SI,NO,NO
3306,SANTA FE,San Martín,San Martín de las Escobas,SI,SI,NO,NO,SI,SI,SI,SI,NO
3307,SANTA FE,San Martín,Sastre,SI,NO,NO,SI,SI,SI,SI,SI,NO
3308,SANTA FE,San Martín,Traill,NO,NO,NO,NO,NO,NO,NO,NO,NO
3309,SANTA FE,San Martín,Wildermuth (Est. Granadero B. Bustos),NO,NO,NO,NO,NO,NO,NO,NO,NO
3310,SANTA FE,Vera,Calchaquí,SI,NO,NO,NO,SI,SI,SI,SI,SI
3311,SANTA FE,Vera,Cañada Ombú,NO,NO,NO,NO,SI,NO,SI,SI,SI
3312,SANTA FE,Vera,Colmena,NO,NO,NO,NO,NO,NO,NO,NO,SI
3313,SANTA FE,Vera,Fortín Olmos,NO,NO,NO,NO,SI,NO,SI,SI,SI
3314,SANTA FE,Vera,Garabato,NO,NO,NO,NO,SI,NO,SI,SI,NO
3315,SANTA FE,Vera,Golondrina,NO,NO,NO,NO,SI,NO,SI,SI,NO
3316,SANTA FE,Vera,Intiyaco,NO,NO,NO,NO,SI,NO,SI,SI,SI
3317,SANTA FE,Vera,Kilómetro 115,NO,NO,NO,NO,NO,NO,NO,SI,NO
3318,SANTA FE,Vera,La Gallareta,NO,NO,NO,NO,SI,NO,SI,SI,NO
3319,SANTA FE,Vera,Los Amores,NO,NO,NO,NO,SI,NO,SI,SI,NO
3320,TIERRA DEL FUEGO,Ushuaia,Ushuaia,SI,SI,SI,SI,SI,SI,SI,SI,SI
3321,TUCUMAN,Burruyacú,7 de Abril,NO,NO,NO,NO,NO,NO,NO,SI,SI
3322,TUCUMAN,Burruyacú,Barrio San Jorge,NO,NO,NO,NO,SI,NO,NO,NO,NO
3323,TUCUMAN,Burruyacú,El Chañar,NO,NO,NO,NO,SI,SI,SI,NO,NO
3324,TUCUMAN,Burruyacú,El Naranjo,NO,NO,NO,NO,NO,NO,NO,NO,NO
3325,TUCUMAN,Burruyacú,Garmendia,NO,NO,NO,NO,SI,NO,SI,SI,NO
3326,TUCUMAN,Burruyacú,La Ramada,NO,NO,NO,NO,SI,SI,SI,NO,NO
3327,TUCUMAN,Burruyacú,Macomitas,NO,NO,NO,NO,SI,SI,NO,NO,NO
3328,TUCUMAN,Burruyacú,Piedrabuena,NO,NO,NO,NO,SI,SI,NO,SI,NO
3329,TUCUMAN,Burruyacú,Villa Benjamín Aráoz,NO,NO,NO,NO,SI,NO,SI,NO,NO
3330,TUCUMAN,Burruyacú,Villa Burruyacú,NO,NO,NO,SI,SI,NO,NO,SI,SI
3331,TUCUMAN,Burruyacú,Villa Padre Monti,NO,NO,NO,NO,NO,NO,SI,NO,NO
3332,BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,SI,SI,NO,SI,SI,SI,SI,NO,NO
3333,BUENOS AIRES,Florencio Varela,La Capilla,NO,NO,NO,SI,SI,SI,SI,NO,NO
3334,BUENOS AIRES,Florencio Varela,Villa Brown,NO,SI,NO,SI,SI,SI,NO,NO,NO
3335,BUENOS AIRES,Florencio Varela,Villa San Luis,NO,SI,NO,SI,SI,SI,NO,NO,NO
3336,BUENOS AIRES,Florencio Varela,Villa Santa Rosa,SI,SI,SI,SI,SI,SI,SI,NO,NO
3337,BUENOS AIRES,Florencio Varela,Villa Vatteone,SI,SI,SI,SI,SI,SI,SI,NO,NO
3338,BUENOS AIRES,Florentino Ameghino,Blaquier,NO,NO,NO,NO,SI,SI,SI,SI,SI
3339,BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,SI,NO,NO,SI,SI,SI,SI,NO,NO
3340,BUENOS AIRES,Florentino Ameghino,Porvenir,NO,NO,NO,NO,NO,NO,NO,SI,NO
3341,BUENOS AIRES,General Alvarado,Centinela del Mar,NO,NO,NO,NO,NO,NO,NO,SI,NO
3342,BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,NO,NO,SI,SI,SI,SI,SI,SI,SI
3343,BUENOS AIRES,Moreno,Cuartel V,NO,SI,SI,SI,SI,SI,SI,SI,NO
3344,BUENOS AIRES,Moreno,Francisco Alvarez,SI,SI,SI,SI,SI,SI,SI,SI,NO
3345,BUENOS AIRES,Moreno,La Reja,SI,SI,SI,SI,SI,SI,SI,SI,SI
3346,BUENOS AIRES,Moreno,Moreno,SI,SI,SI,SI,SI,SI,SI,SI,SI
3347,BUENOS AIRES,Moreno,Paso Del Rey,NO,SI,NO,SI,SI,SI,SI,SI,SI
3348,BUENOS AIRES,Moreno,Trujui,SI,SI,SI,SI,SI,SI,SI,SI,NO
3349,JUJUY,San Pedro,San Antonio,NO,NO,NO,NO,NO,NO,NO,NO,NO
3350,SANTA FE,La Capital,RINCON NORTE,NO,NO,NO,NO,NO,NO,NO,NO,NO
3351,SANTA FE,La Capital,Rincón Potrero,NO,NO,NO,NO,NO,NO,NO,NO,NO
3352,BUENOS AIRES,Zárate,Zárate,SI,SI,NO,SI,SI,SI,SI,SI,SI
3353,CABA,COMUNA 01,CONSTITUCION,SI,SI,SI,SI,SI,SI,SI,SI,SI
3354,CORDOBA,Río Cuarto,Chaján,NO,NO,NO,SI,SI,SI,SI,NO,SI
3355,CORDOBA,Río Cuarto,Chucul,SI,NO,NO,SI,SI,SI,SI,SI,NO
3356,CORDOBA,Río Cuarto,Coronel Baigorria,NO,NO,NO,SI,SI,SI,NO,NO,NO
3357,CABA,COMUNA 10,FLORESTA,SI,SI,SI,SI,SI,SI,SI,SI,SI
3358,ENTRE RIOS,Islas del Ibicuy,Médanos,NO,NO,NO,NO,SI,NO,NO,SI,NO
3359,ENTRE RIOS,Islas del Ibicuy,Ñancay,NO,NO,NO,NO,NO,NO,NO,NO,NO
3360,ENTRE RIOS,Islas del Ibicuy,Villa Paranacito,NO,SI,NO,NO,SI,SI,SI,NO,NO
3361,ENTRE RIOS,La Paz,Bovril,NO,SI,NO,SI,SI,SI,SI,SI,NO
3362,ENTRE RIOS,La Paz,Colonia Avigdor,NO,NO,NO,NO,SI,NO,SI,SI,NO
3363,ENTRE RIOS,La Paz,El Solar,NO,NO,NO,NO,SI,SI,SI,SI,NO
3364,CABA,COMUNA 08,VILLA RIACHUELO,SI,SI,SI,SI,SI,SI,SI,SI,SI
3365,MENDOZA,Guaymallén,PEDRO MOLINA,NO,NO,NO,SI,SI,SI,NO,NO,NO
3366,MENDOZA,Guaymallén,Puente de Hierro,SI,NO,SI,NO,SI,SI,SI,SI,NO
3367,MENDOZA,Guaymallén,RODEO DE LA CRUZ,NO,NO,NO,SI,SI,SI,NO,NO,SI
3368,MENDOZA,Guaymallén,SAN FRANCISCO DEL MONTE,NO,NO,NO,SI,SI,SI,NO,NO,NO
3369,MENDOZA,Guaymallén,San Jose,NO,NO,NO,SI,SI,SI,NO,NO,NO
3370,MENDOZA,Guaymallén,VILLA NUEVA,NO,NO,NO,NO,SI,SI,NO,NO,NO
3371,MENDOZA,Junín,ALTO VERDE,NO,NO,NO,NO,NO,NO,NO,NO,NO
3372,CABA,COMUNA 10,MONTE CASTRO,SI,SI,SI,SI,SI,SI,SI,SI,SI
3373,RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,SI,NO,SI,SI,SI,SI,SI,SI,SI
3374,RIO NEGRO,General Roca,Ingeniero Otto Krause,NO,NO,NO,NO,NO,NO,NO,NO,NO
3375,RIO NEGRO,General Roca,Mainqué,NO,NO,NO,NO,SI,NO,NO,SI,SI
3376,RIO NEGRO,General Roca,Paso Córdova,NO,NO,NO,NO,NO,NO,NO,NO,NO
3377,RIO NEGRO,General Roca,Península Ruca Co,NO,NO,NO,NO,NO,NO,NO,NO,NO
3378,RIO NEGRO,General Roca,Peñas Blancas,NO,NO,NO,NO,NO,NO,NO,NO,SI
3379,RIO NEGRO,General Roca,Puente Cero,NO,NO,NO,NO,SI,SI,NO,NO,NO
3380,RIO NEGRO,General Roca,Sargento Vidal,NO,NO,NO,NO,SI,NO,NO,SI,NO
3381,RIO NEGRO,General Roca,Tres Luces,NO,NO,NO,NO,NO,NO,NO,NO,NO
3382,CABA,COMUNA 10,VELEZ SARSFIELD,SI,SI,SI,SI,SI,SI,SI,SI,SI
3383,SAN LUIS,Gobernador Dupuy,Unión,NO,NO,NO,NO,SI,NO,SI,SI,NO
3384,SAN LUIS,Junín,Bajo De Veliz,NO,NO,NO,NO,NO,NO,NO,NO,NO
3385,SAN LUIS,Junín,Balde De Escudero,NO,NO,NO,NO,NO,NO,NO,NO,NO
3386,SAN LUIS,Junín,Carpinteria,SI,SI,NO,SI,SI,SI,SI,SI,NO
3387,SAN LUIS,Junín,Cerrito Blanco,NO,NO,NO,NO,NO,NO,NO,NO,NO
3388,SAN LUIS,Junín,Cerro de Oro,SI,SI,NO,SI,NO,NO,SI,SI,NO
3389,SAN LUIS,Junín,El Duraznito,NO,NO,NO,NO,NO,NO,NO,NO,NO
3390,SAN LUIS,Junín,La Chilca,NO,NO,NO,NO,NO,NO,NO,NO,NO
3391,CABA,COMUNA 10,VERSALLES,SI,SI,SI,SI,SI,SI,SI,SI,SI
3392,SANTA FE,General Obligado,Reconquista,SI,SI,SI,SI,SI,SI,SI,SI,SI
3393,SANTA FE,General Obligado,San Antonio de Obligado,SI,SI,NO,NO,SI,NO,SI,SI,SI
3394,SANTA FE,General Obligado,Tacuarendí (Emb. Kilómetro 421),SI,SI,NO,NO,SI,SI,SI,SI,NO
3395,SANTA FE,General Obligado,Villa Ana,NO,NO,NO,NO,SI,NO,SI,NO,SI
3396,CABA,COMUNA 10,VILLA LURO,SI,SI,SI,SI,SI,SI,SI,SI,SI
3397,SANTA FE,Vera,Margarita,NO,SI,NO,NO,SI,SI,SI,SI,SI
3398,SANTA FE,Vera,Paraje 29,NO,NO,NO,NO,NO,NO,NO,SI,SI
3399,SANTA FE,Vera,Pozo de los Indios,NO,NO,NO,NO,NO,NO,NO,SI,SI
3400,SANTA FE,Vera,Pueblo Santa Lucía,NO,NO,NO,NO,SI,NO,NO,SI,NO
3401,SANTA FE,Vera,Tartagal (Est. El Tajamar),NO,NO,NO,NO,SI,NO,NO,SI,NO
3402,SANTA FE,Vera,Toba,NO,NO,NO,NO,NO,NO,NO,SI,SI
3403,SANTA FE,Vera,Vera (Est. Gobernador Vera),SI,NO,NO,NO,SI,SI,SI,SI,NO
3404,CABA,COMUNA 10,VILLA REAL,SI,SI,SI,SI,SI,SI,SI,SI,SI
3405,TUCUMAN,Cruz Alta,Colombres,NO,NO,NO,NO,SI,SI,SI,NO,NO
3406,TUCUMAN,Cruz Alta,Colonia Mayo - Barrio La Milagrosa,NO,NO,NO,NO,NO,NO,NO,NO,NO
3407,TUCUMAN,Cruz Alta,Delfín Gallo,NO,NO,NO,NO,NO,NO,SI,SI,NO
3408,TUCUMAN,Cruz Alta,El Bracho,NO,NO,NO,NO,SI,SI,SI,SI,NO
3409,TUCUMAN,Cruz Alta,El Corte,NO,NO,NO,NO,SI,NO,NO,NO,NO
3410,TUCUMAN,Cruz Alta,El Paraiso,NO,NO,NO,NO,SI,SI,NO,NO,NO
3411,TUCUMAN,Cruz Alta,Ex Ingenio Esperanza,NO,NO,NO,NO,SI,SI,NO,NO,NO
3412,TUCUMAN,Cruz Alta,Ex Ingenio Los Ralos,NO,NO,NO,NO,NO,NO,NO,NO,NO
3413,TUCUMAN,Cruz Alta,Ex Ingenio Lujan,NO,NO,NO,NO,NO,NO,NO,NO,NO
3414,TUCUMAN,Cruz Alta,Ingenio La Florida,NO,NO,NO,NO,SI,SI,NO,NO,NO
3415,CABA,COMUNA 11,VILLA DEL PARQUE,SI,SI,SI,SI,SI,SI,SI,SI,SI
3416,CABA,COMUNA 11,VILLA DEVOTO,SI,SI,SI,SI,SI,SI,SI,SI,SI
3417,CABA,COMUNA 09,MATADEROS,SI,SI,SI,SI,SI,SI,SI,SI,SI
3418,TUCUMAN,Simoca,Monteagudo,NO,NO,NO,NO,SI,SI,NO,SI,NO
3419,TUCUMAN,Simoca,Nueva Trinidad,NO,NO,NO,NO,NO,NO,NO,SI,NO
3420,TUCUMAN,Simoca,Santa Cruz,NO,NO,NO,NO,NO,NO,NO,NO,NO
3421,TUCUMAN,Simoca,Simoca,NO,NO,NO,NO,SI,SI,SI,SI,NO
3422,TUCUMAN,Simoca,Villa Chicligasta,NO,NO,NO,NO,NO,NO,NO,SI,NO
3423,TUCUMAN,Tafí del Valle,Amaicha del Valle,NO,NO,NO,SI,SI,SI,SI,SI,SI
3424,TUCUMAN,Tafí del Valle,Colalao del Valle,NO,NO,NO,NO,SI,NO,SI,SI,NO
3425,CABA,COMUNA 01,PUERTO MADERO,SI,SI,SI,SI,SI,SI,SI,SI,SI
3426,TUCUMAN,Tafí del Valle,El Mollar,NO,NO,NO,NO,SI,NO,SI,SI,SI
3427,TUCUMAN,Tafí del Valle,Tafí del Valle,SI,NO,NO,NO,SI,SI,SI,SI,SI
3428,TUCUMAN,Tafí Viejo,Barrio El Cruce,NO,NO,NO,NO,SI,SI,NO,NO,NO
3429,TUCUMAN,Tafí Viejo,Barrio Lomas de Tafí,SI,NO,NO,NO,SI,NO,SI,NO,NO
3430,TUCUMAN,Tafí Viejo,Barrio Mutual San Martín,SI,NO,NO,NO,SI,SI,SI,NO,NO
3431,TUCUMAN,Tafí Viejo,Barrio Parada 14,NO,NO,NO,NO,SI,SI,NO,NO,NO
3432,TUCUMAN,Tafí Viejo,Barrio U.T.A. II,NO,NO,NO,NO,SI,SI,NO,NO,NO
3433,CABA,COMUNA 01,RETIRO,SI,SI,SI,SI,SI,SI,SI,SI,SI
3434,CABA,COMUNA 01,SAN NICOLAS,SI,SI,SI,SI,SI,SI,SI,SI,SI
3435,CABA,COMUNA 01,SAN TELMO,SI,SI,SI,SI,SI,SI,SI,SI,SI
3436,CABA,COMUNA 02,RECOLETA,SI,SI,SI,SI,SI,SI,SI,SI,SI
3437,CABA,COMUNA 03,BALVANERA,SI,SI,SI,SI,SI,SI,SI,SI,SI
3438,CABA,COMUNA 03,SAN CRISTOBAL,SI,SI,SI,SI,SI,SI,SI,SI,SI
3439,TUCUMAN,Cruz Alta,La Florida,SI,NO,NO,NO,SI,SI,SI,SI,SI
3440,TUCUMAN,Cruz Alta,Las Cejas,NO,NO,NO,NO,SI,SI,NO,NO,SI
3442,TUCUMAN,Cruz Alta,Lastenia,NO,NO,NO,NO,SI,SI,NO,NO,NO
3443,TUCUMAN,Cruz Alta,Los Gutierrez,NO,NO,NO,NO,SI,SI,NO,NO,NO
3444,TUCUMAN,Cruz Alta,Los Ralos,NO,NO,NO,NO,NO,NO,SI,SI,NO
3445,TUCUMAN,Cruz Alta,Pacará,NO,NO,NO,NO,NO,NO,NO,SI,NO
3446,TUCUMAN,Cruz Alta,Ranchillos,NO,NO,NO,NO,SI,SI,SI,SI,NO
3447,CABA,COMUNA 04,BARRACAS,SI,SI,SI,SI,SI,SI,SI,SI,SI
3448,TUCUMAN,Leales,Bella Vista,SI,NO,NO,SI,SI,SI,SI,SI,NO
3449,TUCUMAN,Leales,Estación Aráoz,NO,NO,NO,NO,SI,SI,NO,NO,NO
3450,TUCUMAN,Leales,Los Puestos,NO,NO,NO,NO,SI,SI,NO,NO,NO
3451,TUCUMAN,Leales,Manuel García Fernández,SI,NO,NO,NO,NO,NO,SI,NO,NO
3452,TUCUMAN,Leales,Pala Pala,NO,NO,NO,NO,SI,NO,SI,SI,SI
3453,TUCUMAN,Leales,Río Colorado,NO,NO,NO,NO,SI,SI,NO,SI,NO
3454,TUCUMAN,Leales,Santa Rosa de Leales,NO,NO,NO,NO,SI,SI,SI,SI,NO
3455,CABA,COMUNA 01,MONSERRAT,SI,SI,SI,SI,SI,SI,SI,SI,SI
3456,TUCUMAN,Monteros,Villa Quinteros,SI,NO,NO,NO,SI,SI,SI,SI,NO
3457,TUCUMAN,Río Chico,Aguilares,SI,NO,NO,NO,SI,SI,SI,SI,NO
3458,TUCUMAN,Río Chico,Ingenio Santa Barbara,NO,NO,NO,NO,SI,SI,NO,NO,NO
3459,TUCUMAN,Río Chico,Los Sarmientos,SI,NO,NO,NO,NO,NO,SI,NO,NO
3460,TUCUMAN,Río Chico,Río Chico,NO,NO,NO,NO,NO,NO,NO,NO,NO
3461,TUCUMAN,Río Chico,Santa Ana,SI,NO,NO,NO,SI,NO,SI,NO,NO
3462,TUCUMAN,Río Chico,Villa Clodomiro Hileret,NO,NO,NO,NO,NO,NO,NO,NO,NO
3463,TUCUMAN,Simoca,Atahona,NO,NO,NO,NO,SI,SI,NO,SI,NO
